query,phylum,family,ottid_species,aphia_id,scientificname,authority,status,unacceptreason,rank,valid_aphia_id,valid_name,valid_authority,parent_name_usage_id,kingdom,class,order,genus,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,match_type
Galba viatrix,Mollusca,Lymnaeidae,165293,160343,Lymnaeidae,"Rafinesque, 1815",accepted,NA,Family,160343,Lymnaeidae,"Rafinesque, 1815",489336,Animalia,Gastropoda,NA,NA,NA,1,1,NA,0,exact
Crepidula tegulicia,Mollusca,Calyptraeidae,355441,141,Calyptraeidae,"Lamarck, 1809",accepted,NA,Family,141,Calyptraeidae,"Lamarck, 1809",387334,Animalia,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,NA,exact
Bostrycapulus calyptraeformis,Mollusca,Calyptraeidae,224750,141,Calyptraeidae,"Lamarck, 1809",accepted,NA,Family,141,Calyptraeidae,"Lamarck, 1809",387334,Animalia,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,NA,exact
Trivella merces,Mollusca,Cypraeidae,92127,23022,Cypraeidae,"Rafinesque, 1815",accepted,NA,Family,23022,Cypraeidae,"Rafinesque, 1815",14774,Animalia,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,0,exact
Gaeatrivia millardi,Mollusca,Cypraeidae,92120,23022,Cypraeidae,"Rafinesque, 1815",accepted,NA,Family,23022,Cypraeidae,"Rafinesque, 1815",14774,Animalia,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,0,exact
Adamantia florida,Mollusca,Ovulidae,92123,1747,Ovulidae,"J. Fleming, 1822",accepted,NA,Family,1747,Ovulidae,"J. Fleming, 1822",14774,Animalia,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,NA,exact
Erosaria kingae,Mollusca,Cypraeidae,99791,23022,Cypraeidae,"Rafinesque, 1815",accepted,NA,Family,23022,Cypraeidae,"Rafinesque, 1815",14774,Animalia,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,0,exact
Bistolida goodallii,Mollusca,Cypraeidae,1033040,23022,Cypraeidae,"Rafinesque, 1815",accepted,NA,Family,23022,Cypraeidae,"Rafinesque, 1815",14774,Animalia,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,0,exact
Palmadusta yaloka,Mollusca,Cypraeidae,762885,23022,Cypraeidae,"Rafinesque, 1815",accepted,NA,Family,23022,Cypraeidae,"Rafinesque, 1815",14774,Animalia,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,0,exact
Melanatria fluminea (nomen dubium,Mollusca,Pachychilidae,543135,411651,Pachychilidae,"P. Fischer & Crosse, 1892",accepted,NA,Family,411651,Pachychilidae,"P. Fischer & Crosse, 1892",14769,Animalia,Gastropoda,[unassigned] Caenogastropoda,NA,0,1,1,0,NA,exact
Chaetoderma nitidulum (species in Holozoa,Mollusca,Chaetodermatidae,251380,2089,Chaetodermatidae,"Théel, 1875",accepted,NA,Family,2089,Chaetodermatidae,"Théel, 1875",2088,Animalia,Caudofoveata,Chaetodermatida,NA,1,NA,NA,NA,NA,exact
Lavigeria arenarum,Mollusca,Thiaridae,189528,196287,Thiaridae,"Gill, 1871 (1823)",accepted,NA,Family,196287,Thiaridae,"Gill, 1871 (1823)",14769,Animalia,Gastropoda,[unassigned] Caenogastropoda,NA,0,1,1,0,NA,exact
Lavigeria littoralis,Mollusca,Thiaridae,27258,196287,Thiaridae,"Gill, 1871 (1823)",accepted,NA,Family,196287,Thiaridae,"Gill, 1871 (1823)",14769,Animalia,Gastropoda,[unassigned] Caenogastropoda,NA,0,1,1,0,NA,exact
Lavigeria locardiana,Mollusca,Thiaridae,189527,196287,Thiaridae,"Gill, 1871 (1823)",accepted,NA,Family,196287,Thiaridae,"Gill, 1871 (1823)",14769,Animalia,Gastropoda,[unassigned] Caenogastropoda,NA,0,1,1,0,NA,exact
Lavigeria smithi,Mollusca,Thiaridae,189525,196287,Thiaridae,"Gill, 1871 (1823)",accepted,NA,Family,196287,Thiaridae,"Gill, 1871 (1823)",14769,Animalia,Gastropoda,[unassigned] Caenogastropoda,NA,0,1,1,0,NA,exact
Lavigeria spinulosa,Mollusca,Thiaridae,189524,196287,Thiaridae,"Gill, 1871 (1823)",accepted,NA,Family,196287,Thiaridae,"Gill, 1871 (1823)",14769,Animalia,Gastropoda,[unassigned] Caenogastropoda,NA,0,1,1,0,NA,exact
Paramelania imperialis,Mollusca,Thiaridae,763618,196287,Thiaridae,"Gill, 1871 (1823)",accepted,NA,Family,196287,Thiaridae,"Gill, 1871 (1823)",14769,Animalia,Gastropoda,[unassigned] Caenogastropoda,NA,0,1,1,0,NA,exact
Zoila mariallae,Mollusca,Cypraeidae,923266,23022,Cypraeidae,"Rafinesque, 1815",accepted,NA,Family,23022,Cypraeidae,"Rafinesque, 1815",14774,Animalia,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,0,exact
Arestoides argus,Mollusca,Cypraeidae,923263,23022,Cypraeidae,"Rafinesque, 1815",accepted,NA,Family,23022,Cypraeidae,"Rafinesque, 1815",14774,Animalia,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,0,exact
Edgbastonia jesswiseae,Mollusca,Tateidae,207002,722759,Tateidae,"Thiele, 1925",accepted,NA,Family,722759,Tateidae,"Thiele, 1925",722756,Animalia,Gastropoda,Littorinimorpha,NA,1,1,1,NA,NA,exact
Patelloida tagnan,Mollusca,Lottiidae,931930,7173,Lottiidae,"Gray, 1840",accepted,NA,Family,7173,Lottiidae,"Gray, 1840",391063,Animalia,Gastropoda,NA,NA,1,0,0,0,0,exact
Meridiopyrgus muaukau,Mollusca,Tateidae,392292,722759,Tateidae,"Thiele, 1925",accepted,NA,Family,722759,Tateidae,"Thiele, 1925",722756,Animalia,Gastropoda,Littorinimorpha,NA,1,1,1,NA,NA,exact
Astralium mactanensis,Mollusca,Turbinidae,525135,503,Turbinidae,"Rafinesque, 1815",accepted,NA,Family,503,Turbinidae,"Rafinesque, 1815",156489,Animalia,Gastropoda,Trochida,NA,1,NA,NA,NA,NA,exact
Melanoides truncatelliformis,Mollusca,Thiaridae,26213,196287,Thiaridae,"Gill, 1871 (1823)",accepted,NA,Family,196287,Thiaridae,"Gill, 1871 (1823)",14769,Animalia,Gastropoda,[unassigned] Caenogastropoda,NA,0,1,1,0,NA,exact
Melanoides pubiformis,Mollusca,Thiaridae,599130,196287,Thiaridae,"Gill, 1871 (1823)",accepted,NA,Family,196287,Thiaridae,"Gill, 1871 (1823)",14769,Animalia,Gastropoda,[unassigned] Caenogastropoda,NA,0,1,1,0,NA,exact
Melanoides nyassana/polymorpha,Mollusca,Thiaridae,599128,196287,Thiaridae,"Gill, 1871 (1823)",accepted,NA,Family,196287,Thiaridae,"Gill, 1871 (1823)",14769,Animalia,Gastropoda,[unassigned] Caenogastropoda,NA,0,1,1,0,NA,exact
Tryonia (genus in Opisthokonta,Mollusca,Cochliopidae,NULL,411706,Cochliopidae,"Tryon, 1866",accepted,NA,Family,411706,Cochliopidae,"Tryon, 1866",722756,Animalia,Gastropoda,Littorinimorpha,NA,1,1,1,0,NA,exact
Diloma samoaensis,Mollusca,Trochidae,538080,443,Trochidae,"Rafinesque, 1815",accepted,NA,Family,443,Trochidae,"Rafinesque, 1815",156489,Animalia,Gastropoda,Trochida,NA,1,1,1,NA,NA,exact
Diloma coracina,Mollusca,Trochidae,150227,443,Trochidae,"Rafinesque, 1815",accepted,NA,Family,443,Trochidae,"Rafinesque, 1815",156489,Animalia,Gastropoda,Trochida,NA,1,1,1,NA,NA,exact
Diloma bicanaliculata,Mollusca,Trochidae,150229,443,Trochidae,"Rafinesque, 1815",accepted,NA,Family,443,Trochidae,"Rafinesque, 1815",156489,Animalia,Gastropoda,Trochida,NA,1,1,1,NA,NA,exact
Diloma zelandica,Mollusca,Trochidae,150232,443,Trochidae,"Rafinesque, 1815",accepted,NA,Family,443,Trochidae,"Rafinesque, 1815",156489,Animalia,Gastropoda,Trochida,NA,1,1,1,NA,NA,exact
Diloma arida,Mollusca,Trochidae,150233,443,Trochidae,"Rafinesque, 1815",accepted,NA,Family,443,Trochidae,"Rafinesque, 1815",156489,Animalia,Gastropoda,Trochida,NA,1,1,1,NA,NA,exact
Diloma subrostrata,Mollusca,Trochidae,150234,443,Trochidae,"Rafinesque, 1815",accepted,NA,Family,443,Trochidae,"Rafinesque, 1815",156489,Animalia,Gastropoda,Trochida,NA,1,1,1,NA,NA,exact
Melagraphia aethiops,Mollusca,Trochidae,673144,443,Trochidae,"Rafinesque, 1815",accepted,NA,Family,443,Trochidae,"Rafinesque, 1815",156489,Animalia,Gastropoda,Trochida,NA,1,1,1,NA,NA,exact
Pitar sulfureum,Mollusca,Veneridae,258787,243,Veneridae,"Rafinesque, 1815",accepted,NA,Family,243,Veneridae,"Rafinesque, 1815",14638,Animalia,Bivalvia,Venerida,NA,1,1,NA,NA,NA,exact
Lavigeria (genus in Opisthokonta,Mollusca,Thiaridae,NULL,196287,Thiaridae,"Gill, 1871 (1823)",accepted,NA,Family,196287,Thiaridae,"Gill, 1871 (1823)",14769,Animalia,Gastropoda,[unassigned] Caenogastropoda,NA,0,1,1,0,NA,exact
Fluminicola (genus in Holozoa,Mollusca,Lithoglyphidae,NULL,715961,Lithoglyphidae,"Tryon, 1866",accepted,NA,Family,715961,Lithoglyphidae,"Tryon, 1866",722756,Animalia,Gastropoda,Littorinimorpha,NA,NA,1,1,NA,NA,exact
Elimata,Mollusca,Limidae,NULL,1778,Limidae,"Rafinesque, 1815",accepted,NA,Family,1778,Limidae,"Rafinesque, 1815",246153,Animalia,Bivalvia,Limida,NA,1,NA,NA,NA,NA,exact
Luria controversa,Mollusca,Cypraeidae,771327,23022,Cypraeidae,"Rafinesque, 1815",accepted,NA,Family,23022,Cypraeidae,"Rafinesque, 1815",14774,Animalia,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,0,exact
Luria talpa,Mollusca,Cypraeidae,771332,23022,Cypraeidae,"Rafinesque, 1815",accepted,NA,Family,23022,Cypraeidae,"Rafinesque, 1815",14774,Animalia,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,0,exact
Zoila vercoi,Mollusca,Cypraeidae,613287,23022,Cypraeidae,"Rafinesque, 1815",accepted,NA,Family,23022,Cypraeidae,"Rafinesque, 1815",14774,Animalia,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,0,exact
Notocypraea comptoni,Mollusca,Cypraeidae,982680,23022,Cypraeidae,"Rafinesque, 1815",accepted,NA,Family,23022,Cypraeidae,"Rafinesque, 1815",14774,Animalia,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,0,exact
Notocypraea vercornis,Mollusca,Cypraeidae,268751,23022,Cypraeidae,"Rafinesque, 1815",accepted,NA,Family,23022,Cypraeidae,"Rafinesque, 1815",14774,Animalia,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,0,exact
Placamen berryi,Mollusca,Veneridae,216376,243,Veneridae,"Rafinesque, 1815",accepted,NA,Family,243,Veneridae,"Rafinesque, 1815",14638,Animalia,Bivalvia,Venerida,NA,1,1,NA,NA,NA,exact
Ventricoloidea foveolata,Mollusca,Veneridae,165575,243,Veneridae,"Rafinesque, 1815",accepted,NA,Family,243,Veneridae,"Rafinesque, 1815",14638,Animalia,Bivalvia,Venerida,NA,1,1,NA,NA,NA,exact
Thuridilla vatae,Mollusca,Plakobranchidae,587527,411960,Plakobranchidae,"Gray, 1840",accepted,NA,Family,411960,Plakobranchidae,"Gray, 1840",411959,Animalia,Gastropoda,NA,NA,1,NA,NA,NA,NA,exact
Assiminea taiwanensis,Mollusca,Assimineidae,447987,121,Assimineidae,"H. Adams & A. Adams, 1856",accepted,NA,Family,121,Assimineidae,"H. Adams & A. Adams, 1856",722756,Animalia,Gastropoda,Littorinimorpha,NA,1,1,1,1,NA,exact
Xenophora indica,Mollusca,Xenophoridae,291957,23144,Xenophoridae,"Troschel, 1852 (1840)",accepted,NA,Family,23144,Xenophoridae,"Troschel, 1852 (1840)",14770,Animalia,Gastropoda,Littorinimorpha,NA,1,0,0,0,NA,exact
Conuber melanostoma,Mollusca,Naticidae,990482,145,Naticidae,"Guilding, 1834",accepted,NA,Family,145,Naticidae,"Guilding, 1834",14776,Animalia,Gastropoda,Littorinimorpha,NA,1,1,NA,NA,NA,exact
Mexacteon,Mollusca,Acteonidae,NULL,155,Acteonidae,"d'Orbigny, 1842",accepted,NA,Family,155,Acteonidae,"d'Orbigny, 1842",382223,Animalia,Gastropoda,NA,NA,1,NA,0,0,0,exact
Melanoides imitatrix,Mollusca,Thiaridae,787312,196287,Thiaridae,"Gill, 1871 (1823)",accepted,NA,Family,196287,Thiaridae,"Gill, 1871 (1823)",14769,Animalia,Gastropoda,[unassigned] Caenogastropoda,NA,0,1,1,0,NA,exact
Pseudamnicola negropontina,Mollusca,Hydrobiidae,414445,120,Hydrobiidae,"Stimpson, 1865",accepted,NA,Family,120,Hydrobiidae,"Stimpson, 1865",722756,Animalia,Gastropoda,Littorinimorpha,NA,1,1,1,NA,NA,exact
Anagastina zaetavalis,Mollusca,Hydrobiidae,430976,120,Hydrobiidae,"Stimpson, 1865",accepted,NA,Family,120,Hydrobiidae,"Stimpson, 1865",722756,Animalia,Gastropoda,Littorinimorpha,NA,1,1,1,NA,NA,exact
Juga draytoni,Mollusca,Semisulcospiridae,683375,715954,Semisulcospiridae,"J. P. E. Morrison, 1952",accepted,NA,Family,715954,Semisulcospiridae,"J. P. E. Morrison, 1952",14769,Animalia,Gastropoda,[unassigned] Caenogastropoda,NA,1,NA,1,0,0,exact
Nannodiella ravella,Mollusca,Clathurellidae,463318,153873,Clathurellidae,"H. Adams & A. Adams, 1858",accepted,NA,Family,153873,Clathurellidae,"H. Adams & A. Adams, 1858",15140,Animalia,Gastropoda,Neogastropoda,NA,1,NA,NA,NA,NA,exact
Kermia aureotincta,Mollusca,Raphitomidae,938457,153879,Raphitomidae,"Bellardi, 1875",accepted,NA,Family,153879,Raphitomidae,"Bellardi, 1875",15140,Animalia,Gastropoda,Neogastropoda,NA,1,NA,1,NA,NA,exact
Raphitoma rubroapicata,Mollusca,Raphitomidae,463339,153879,Raphitomidae,"Bellardi, 1875",accepted,NA,Family,153879,Raphitomidae,"Bellardi, 1875",15140,Animalia,Gastropoda,Neogastropoda,NA,1,NA,1,NA,NA,exact
Mancinella intermedia,Mollusca,Muricidae,131184,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Conus (genus in Lophotrochozoa,Mollusca,Conidae,NULL,14107,Conidae,"J. Fleming, 1822",accepted,NA,Family,14107,Conidae,"J. Fleming, 1822",15140,Animalia,Gastropoda,Neogastropoda,NA,1,0,0,0,0,exact
Tegula pelliserpentis,Mollusca,Tegulidae,320243,715868,Tegulidae,"Kuroda, Habe & Oyama, 1971",accepted,NA,Family,715868,Tegulidae,"Kuroda, Habe & Oyama, 1971",156489,Animalia,Gastropoda,Trochida,NA,1,NA,NA,NA,0,exact
Vitta luteofasciatus,Mollusca,Neritidae,758617,13588,Neritidae,"Rafinesque, 1815",accepted,NA,Family,13588,Neritidae,"Rafinesque, 1815",196314,Animalia,Gastropoda,Cycloneritida,NA,1,1,1,1,0,exact
Histioteuthis bonellii,Mollusca,Histioteuthidae,416687,11749,Histioteuthidae,"Verrill, 1881",accepted,NA,Family,11749,Histioteuthidae,"Verrill, 1881",1545787,Animalia,Cephalopoda,Oegopsida,NA,1,0,0,0,NA,exact
Lophiotoma unedo,Mollusca,Turridae,686508,152,Turridae,"H. Adams & A. Adams, 1853 (1838)",accepted,NA,Family,152,Turridae,"H. Adams & A. Adams, 1853 (1838)",15140,Animalia,Gastropoda,Neogastropoda,NA,1,NA,NA,NA,NA,exact
Lophiotoma jickeli,Mollusca,Turridae,1000914,152,Turridae,"H. Adams & A. Adams, 1853 (1838)",accepted,NA,Family,152,Turridae,"H. Adams & A. Adams, 1853 (1838)",15140,Animalia,Gastropoda,Neogastropoda,NA,1,NA,NA,NA,NA,exact
Neptunea cumingi,Mollusca,Buccinidae,140613,149,Buccinidae,"Rafinesque, 1815",accepted,NA,Family,149,Buccinidae,"Rafinesque, 1815",382214,Animalia,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Larutia sumatrensis,Chordata,Scincidae,4123953,196111,Scincidae,NA,accepted,NA,Family,196111,Scincidae,NA,196110,Animalia,NA,Squamata,NA,1,NA,NA,1,NA,exact
Larutia sumatrensis,Chordata,Scincidae,4123953,1435550,Scincidae,"Gray, 1825",accepted,NA,Family,1435550,Scincidae,"Gray, 1825",1041092,Animalia,NA,Squamata,NA,0,0,0,1,NA,exact
Larutia sumatrensis,Chordata,Scincidae,4123953,196111,Scincidae,NA,accepted,NA,Family,196111,Scincidae,NA,196110,Animalia,NA,Squamata,NA,1,NA,NA,1,NA,exact
Larutia sumatrensis,Chordata,Scincidae,4123953,1435550,Scincidae,"Gray, 1825",accepted,NA,Family,1435550,Scincidae,"Gray, 1825",1041092,Animalia,NA,Squamata,NA,0,0,0,1,NA,exact
Buccinum middendorffi,Mollusca,Buccinidae,235658,149,Buccinidae,"Rafinesque, 1815",accepted,NA,Family,149,Buccinidae,"Rafinesque, 1815",382214,Animalia,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Buccinum senshumaruae,Mollusca,Buccinidae,235661,149,Buccinidae,"Rafinesque, 1815",accepted,NA,Family,149,Buccinidae,"Rafinesque, 1815",382214,Animalia,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Buccinum verkruzeni,Mollusca,Buccinidae,306528,149,Buccinidae,"Rafinesque, 1815",accepted,NA,Family,149,Buccinidae,"Rafinesque, 1815",382214,Animalia,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Fragum carinatum,Mollusca,Cardiidae,882250,229,Cardiidae,"Lamarck, 1809",accepted,NA,Family,229,Cardiidae,"Lamarck, 1809",14633,Animalia,Bivalvia,Cardiida,NA,1,1,1,0,0,exact
Cancellaria cooperi,Mollusca,Cancellariidae,685921,13600,Cancellariidae,"Forbes & Hanley, 1851",accepted,NA,Family,13600,Cancellariidae,"Forbes & Hanley, 1851",1055738,Animalia,Gastropoda,Neogastropoda,NA,1,1,NA,NA,0,exact
Muricodrupa fiscella,Mollusca,Muricidae,976151,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Homalopoma picta,Mollusca,Colloniidae,475395,382202,Colloniidae,"Cossmann, 1917",accepted,NA,Family,382202,Colloniidae,"Cossmann, 1917",156489,Animalia,Gastropoda,Trochida,NA,1,NA,NA,NA,NA,exact
Scrobiculinus lepida,Mollusca,Trochidae,182031,443,Trochidae,"Rafinesque, 1815",accepted,NA,Family,443,Trochidae,"Rafinesque, 1815",156489,Animalia,Gastropoda,Trochida,NA,1,1,1,NA,NA,exact
Micrelenchus rufozonus,Mollusca,Trochidae,788163,443,Trochidae,"Rafinesque, 1815",accepted,NA,Family,443,Trochidae,"Rafinesque, 1815",156489,Animalia,Gastropoda,Trochida,NA,1,1,1,NA,NA,exact
Paphia papilionacea,Mollusca,Veneridae,111976,243,Veneridae,"Rafinesque, 1815",accepted,NA,Family,243,Veneridae,"Rafinesque, 1815",14638,Animalia,Bivalvia,Venerida,NA,1,1,NA,NA,NA,exact
Thais gradata,Mollusca,Muricidae,586017,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Thais mutabilis,Mollusca,Muricidae,586026,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Morula purpureocincta,Mollusca,Muricidae,2909799,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Thais scalaris,Mollusca,Muricidae,614388,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Pseudotalopia sakurai,Mollusca,Trochidae,83912,443,Trochidae,"Rafinesque, 1815",accepted,NA,Family,443,Trochidae,"Rafinesque, 1815",156489,Animalia,Gastropoda,Trochida,NA,1,1,1,NA,NA,exact
Spectamen mutabilis,Mollusca,Solariellidae,5477427,382181,Solariellidae,"Powell, 1951",accepted,NA,Family,382181,Solariellidae,"Powell, 1951",156489,Animalia,Gastropoda,Trochida,NA,1,0,0,0,0,exact
Bornella stellifer,Mollusca,Bornellidae,1092238,412598,Bornellidae,"Bergh, 1874",accepted,NA,Family,412598,Bornellidae,"Bergh, 1874",182,Animalia,Gastropoda,Nudibranchia,NA,1,0,0,0,0,exact
Paraganitus ellynnae,Mollusca,Parhedylidae,142131,411947,Parhedylidae,"Thiele, 1931",accepted,NA,Family,411947,Parhedylidae,"Thiele, 1931",555991,Animalia,Gastropoda,NA,NA,1,NA,NA,NA,NA,exact
Zospeum frauenfeldii,Mollusca,Ellobiidae,619323,198,Ellobiidae,"L. Pfeiffer, 1854 (1822)",accepted,NA,Family,198,Ellobiidae,"L. Pfeiffer, 1854 (1822)",382241,Animalia,Gastropoda,Ellobiida,NA,1,1,0,1,NA,exact
Laemodonta punctostriata,Mollusca,Ellobiidae,37391,198,Ellobiidae,"L. Pfeiffer, 1854 (1822)",accepted,NA,Family,198,Ellobiidae,"L. Pfeiffer, 1854 (1822)",382241,Animalia,Gastropoda,Ellobiida,NA,1,1,0,1,NA,exact
Bonartemis histrio,Mollusca,Veneridae,107449,243,Veneridae,"Rafinesque, 1815",accepted,NA,Family,243,Veneridae,"Rafinesque, 1815",14638,Animalia,Bivalvia,Venerida,NA,1,1,NA,NA,NA,exact
Paphia sinuosa,Mollusca,Veneridae,281058,243,Veneridae,"Rafinesque, 1815",accepted,NA,Family,243,Veneridae,"Rafinesque, 1815",14638,Animalia,Bivalvia,Venerida,NA,1,1,NA,NA,NA,exact
Corona gracilis,Mollusca,Neritidae,400994,13588,Neritidae,"Rafinesque, 1815",accepted,NA,Family,13588,Neritidae,"Rafinesque, 1815",196314,Animalia,Gastropoda,Cycloneritida,NA,1,1,1,1,0,exact
Inquisitor intertincta,Mollusca,Pseudomelatomidae,1094165,411814,Pseudomelatomidae,"J. P. E. Morrison, 1966",accepted,NA,Family,411814,Pseudomelatomidae,"J. P. E. Morrison, 1966",15140,Animalia,Gastropoda,Neogastropoda,NA,1,NA,NA,NA,NA,exact
Lienardia gilberti,Mollusca,Clathurellidae,637965,153873,Clathurellidae,"H. Adams & A. Adams, 1858",accepted,NA,Family,153873,Clathurellidae,"H. Adams & A. Adams, 1858",15140,Animalia,Gastropoda,Neogastropoda,NA,1,NA,NA,NA,NA,exact
Clivina limbipennis,Arthropoda,Carabidae,6225330,118092,Carabidae,"Latreille, 1802",accepted,NA,Family,118092,Carabidae,"Latreille, 1802",118085,Animalia,Insecta,Coleoptera,NA,1,1,1,1,NA,exact
Sypharochiton themeropsis,Mollusca,Chitonidae,930895,64,Chitonidae,"Rafinesque, 1815",accepted,NA,Family,64,Chitonidae,"Rafinesque, 1815",385404,Animalia,Polyplacophora,Chitonida,NA,1,NA,NA,NA,NA,exact
Navanax nyanyanus,Mollusca,Aglajidae,502119,22981,Aglajidae,"Pilsbry, 1895 (1847)",accepted,NA,Family,22981,Aglajidae,"Pilsbry, 1895 (1847)",196322,Animalia,Gastropoda,Cephalaspidea,NA,1,1,NA,NA,NA,exact
Elysia hamatani,Mollusca,Plakobranchidae,649098,411960,Plakobranchidae,"Gray, 1840",accepted,NA,Family,411960,Plakobranchidae,"Gray, 1840",411959,Animalia,Gastropoda,NA,NA,1,NA,NA,NA,NA,exact
Heleobia poopoensis,Mollusca,Cochliopidae,297688,411706,Cochliopidae,"Tryon, 1866",accepted,NA,Family,411706,Cochliopidae,"Tryon, 1866",722756,Animalia,Gastropoda,Littorinimorpha,NA,1,1,1,0,NA,exact
Favorinus elenalexiarum,Mollusca,Facelinidae,319927,191,Facelinidae,"Bergh, 1889",accepted,NA,Family,191,Facelinidae,"Bergh, 1889",189,Animalia,Gastropoda,Nudibranchia,NA,1,NA,NA,NA,NA,exact
Octopus tankahkeei,Mollusca,Octopodidae,1008115,11782,Octopodidae,"d'Orbigny, 1840",accepted,NA,Family,11782,Octopodidae,"d'Orbigny, 1840",14672,Animalia,Cephalopoda,Octopoda,NA,1,NA,0,0,NA,exact
Paludinassiminea scalaris,Mollusca,Assimineidae,910999,121,Assimineidae,"H. Adams & A. Adams, 1856",accepted,NA,Family,121,Assimineidae,"H. Adams & A. Adams, 1856",722756,Animalia,Gastropoda,Littorinimorpha,NA,1,1,1,1,NA,exact
Wakauaria fukuda,Mollusca,Iravadiidae,5492357,122,Iravadiidae,"Thiele, 1928",accepted,NA,Family,122,Iravadiidae,"Thiele, 1928",722756,Animalia,Gastropoda,Littorinimorpha,NA,1,1,1,NA,NA,exact
Badepigrus pupoides,Mollusca,Anabathridae,519080,22984,Anabathridae,"Keen, 1971",accepted,NA,Family,22984,Anabathridae,"Keen, 1971",722756,Animalia,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,NA,exact
Lanx subrotunda,Mollusca,Lymnaeidae,2879266,160343,Lymnaeidae,"Rafinesque, 1815",accepted,NA,Family,160343,Lymnaeidae,"Rafinesque, 1815",489336,Animalia,Gastropoda,NA,NA,NA,1,1,NA,0,exact
Manningiella velimirovici,Mollusca,Pomatiopsidae,NULL,397032,Pomatiopsidae,"Stimpson, 1865",accepted,NA,Family,397032,Pomatiopsidae,"Stimpson, 1865",722756,Animalia,Gastropoda,Littorinimorpha,NA,0,1,1,1,NA,exact
Semisalsa maltzani,Mollusca,Cochliopidae,5720316,411706,Cochliopidae,"Tryon, 1866",accepted,NA,Family,411706,Cochliopidae,"Tryon, 1866",722756,Animalia,Gastropoda,Littorinimorpha,NA,1,1,1,0,NA,exact
Pseudamnicola moussoni,Mollusca,Hydrobiidae,5973405,120,Hydrobiidae,"Stimpson, 1865",accepted,NA,Family,120,Hydrobiidae,"Stimpson, 1865",722756,Animalia,Gastropoda,Littorinimorpha,NA,1,1,1,NA,NA,exact
Granulifusus hayashi,Mollusca,Fasciolariidae,5973431,23038,Fasciolariidae,"Gray, 1853",accepted,NA,Family,23038,Fasciolariidae,"Gray, 1853",382214,Animalia,Gastropoda,Neogastropoda,NA,1,NA,NA,NA,NA,exact
Clathrodrillia tryonii,Mollusca,Drilliidae,2902935,23032,Drilliidae,"Olsson, 1964",accepted,NA,Family,23032,Drilliidae,"Olsson, 1964",15140,Animalia,Gastropoda,Neogastropoda,NA,1,NA,1,NA,NA,exact
Stenomelania offachiensis,Mollusca,Thiaridae,6360900,196287,Thiaridae,"Gill, 1871 (1823)",accepted,NA,Family,196287,Thiaridae,"Gill, 1871 (1823)",14769,Animalia,Gastropoda,[unassigned] Caenogastropoda,NA,0,1,1,0,NA,exact
Pinctada chemnitzi,Mollusca,Pteriidae,239920,1775,Pteriidae,"Gray, 1847 (1820)",accepted,NA,Family,1775,Pteriidae,"Gray, 1847 (1820)",489069,Animalia,Bivalvia,Ostreida,NA,1,NA,NA,NA,NA,exact
