taxa_query,phylum,class,order,family,freshwater_only,terrestrial_only,genus_split,taxa,tol_sciname,rank,ott_id,is_synonym,flags,valid_name,status,aphia_id
Bourguyia trochanteralis,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cobania picea,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudopucrolia mutica,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goniosoma unicolor,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sadocus polyacanthus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bourguyia hamata,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iporangaia pustulosa,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Napostygnus bispinosus,Arthropoda,Arachnida,Opiliones,Metasarcidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthogonyleptes pulcher,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudotrogulus funebris,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parampheres bimaculatus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ampheres leucopheus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magnispina neptunus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pachylus paessleri,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sodreana caipora,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eusarcus hastatus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metalibitia paraguayensis,Arthropoda,Arachnida,Opiliones,Cosmetidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carlotta serratipes,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitobates pulcher,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metamitobates squalidus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graphinotus ornatus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitobates triangulus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthrodes xanthopygus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrescava sturmi,Arthropoda,Arachnida,Opiliones,Agoristenidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bourguyia albiornata,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serracutisoma spelaeum,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gonyleptoides marumbiensis,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Longiperna insperata,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iguapeia melanocephala,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthoprocta pustulata,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neosadocus maximus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Longiperna coxalis,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Longiperna cancellata,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hutamaia caramaschi,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cajamarca uniseriata,Arthropoda,Arachnida,Opiliones,Metasarcidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cynortellana pulchra,Arthropoda,Arachnida,Opiliones,Cosmetidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metagyndes martensii,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neoancistrotus gracilis,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phareicranaus hermosa,Arthropoda,Arachnida,Opiliones,Cranaidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Junicus gerhardi,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fonckia processigera,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tumbesia aculeata,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neogonyleptes karschii,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barrona williamsi,Arthropoda,Arachnida,Opiliones,Manaosbiidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ventripila marginata,Arthropoda,Arachnida,Opiliones,Cranaidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yania metatarsalis,Arthropoda,Arachnida,Opiliones,Cranaidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Forsteropsalis wattsi,Arthropoda,Arachnida,Opiliones,Neopilionidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Forsteropsalis pureora,Arthropoda,Arachnida,Opiliones,Neopilionidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pantopsalis listeri,Arthropoda,Arachnida,Opiliones,Monoscutidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Forsteropsalis inconstans,Arthropoda,Arachnida,Opiliones,Neopilionidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mangatangi parvum,Arthropoda,Arachnida,Opiliones,Neopilionidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Forsteropsalis chiltoni,Arthropoda,Arachnida,Opiliones,Neopilionidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megalopsalis turneri,Arthropoda,Arachnida,Opiliones,Monoscutidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Forsteropsalis,Arthropoda,Arachnida,Opiliones,Neopilionidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Forsteropsalis marplesi,Arthropoda,Arachnida,Opiliones,Neopilionidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pantopsalis phocator,Arthropoda,Arachnida,Opiliones,Monoscutidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Forsteropsalis fabulosa,Arthropoda,Arachnida,Opiliones,Neopilionidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pantopsalis snaresensis,Arthropoda,Arachnida,Opiliones,Monoscutidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leiobunum exillipes,Arthropoda,Arachnida,Opiliones,Leiobunidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karamea tricerata,Arthropoda,Arachnida,Opiliones,Triaenonychidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hendea myersi,Arthropoda,Arachnida,Opiliones,Triaenonychidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karamea lobata,Arthropoda,Arachnida,Opiliones,Triaenonychidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triregia fairburni,Arthropoda,Arachnida,Opiliones,Triaenonychidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarmilana pecki,Arthropoda,Arachnida,Opiliones,Pyramidopidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nemastoma bidentatum,Arthropoda,Arachnida,Opiliones,Nemastomatidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leiobunum blackwalli,Arthropoda,Arachnida,Opiliones,Leiobunidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paranemastoma quadripunctatum,Arthropoda,Arachnida,Opiliones,Nemastomatidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nemastoma bimaculatum,Arthropoda,Arachnida,Opiliones,Nemastomatidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitostoma chrysomelas,Arthropoda,Arachnida,Opiliones,Nemastomatidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nemastoma lugubre,Arthropoda,Arachnida,Opiliones,Nemastomatidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leiobunum religiosum,Arthropoda,Arachnida,Opiliones,Leiobunidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leiobunum rotundum,Arthropoda,Arachnida,Opiliones,Leiobunidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nemastoma triste,Arthropoda,Arachnida,Opiliones,Nemastomatidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Astrobunus laevipes,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leiobunum limbatum,Arthropoda,Arachnida,Opiliones,Leiobunidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelima silvatica,Arthropoda,Arachnida,Opiliones,Leiobunidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitogoniella taquara,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bandona boninensis,Arthropoda,Arachnida,Opiliones,Assamiidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tegipiolus pachypus,Arthropoda,Arachnida,Opiliones,Kimulidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Relictopiolus galadriel,Arthropoda,Arachnida,Opiliones,Kimulidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leiobunum globosum,Arthropoda,Arachnida,Opiliones,Leiobunidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leiobunum manubriatum,Arthropoda,Arachnida,Opiliones,Leiobunidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tithaeus odysseus,Arthropoda,Arachnida,Opiliones,Tithaeidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sodreana glaucoi,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sodreana inscripta,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sodreana barbiellinii,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sodreana curupira,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Progonyleptoidellus orguensis,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Multumbo terrenus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limnadopsis parvispinusuchanan,Arthropoda,NA,NA,Limnadiidae,1,0,Limnadopsis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limnadopsis tateiitanic,Arthropoda,NA,NA,Limnadiidae,1,0,Limnadopsis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limnadopsis tateiarters,Arthropoda,NA,NA,Limnadiidae,1,0,Limnadopsis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhipicephalus microplus,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus microplus,Rhipicephalus microplus,species,621053,FALSE,NA,Rhipicephalus,accepted,1505438
Nephila antipodiana,NA,NA,NA,NA,NA,1,Nephila,Nephila antipodiana,Nephila antipodiana,NA,156510,FALSE,NA,Nephila,accepted,1491362
Nephila clavata,NA,NA,NA,NA,NA,1,Nephila,Nephila clavata,Nephila clavata,NA,997305,FALSE,NA,Nephila,accepted,1491362
Rhipicephalus evertsi,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus evertsi,Rhipicephalus evertsi,species,176530,FALSE,sibling_higher,Rhipicephalus,accepted,1505438
Rhipicephalus annulatus,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus annulatus,Rhipicephalus annulatus,species,493150,FALSE,NA,Rhipicephalus,accepted,1505438
Rhipicephalus decoloratus,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus decoloratus,Rhipicephalus decoloratus,species,737616,FALSE,NA,Rhipicephalus,accepted,1505438
Rhipicephalus appendiculatus,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus appendiculatus,Rhipicephalus appendiculatus,species,543035,FALSE,sibling_higher,Rhipicephalus,accepted,1505438
Rhipicephalus compositus,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus compositus,Rhipicephalus compositus,species,83652,FALSE,sibling_higher,Rhipicephalus,accepted,1505438
Rhipicephalus pravus,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus pravus,Rhipicephalus pravus,species,1001868,FALSE,sibling_higher,Rhipicephalus,accepted,1505438
Rhipicephalus punctatus,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus punctatus,Rhipicephalus punctatus,species,658143,FALSE,sibling_higher,Rhipicephalus,accepted,1505438
Rhipicephalus simus,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus simus,Rhipicephalus simus,species,658145,FALSE,sibling_higher,Rhipicephalus,accepted,1505438
Rhipicephalus turanicus,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus turanicus,Rhipicephalus turanicus,species,543038,FALSE,sibling_higher,Rhipicephalus,accepted,1505438
Orconectes jeffersoni,NA,NA,NA,NA,1,0,Orconectes,Orconectes jeffersoni,Orconectes jeffersoni,species,827726,FALSE,NA,Orconectes,accepted,234097
Orconectes placidus,NA,NA,NA,NA,1,0,Orconectes,Orconectes placidus,Orconectes placidus,species,827729,FALSE,NA,Orconectes,accepted,234097
Orconectes sanbornii,NA,NA,NA,NA,1,0,Orconectes,Orconectes sanbornii,Orconectes sanbornii,species,77974,FALSE,NA,Orconectes,accepted,234097
Dermanyssus hirundinis,NA,NA,NA,NA,NA,1,Dermanyssus,Dermanyssus hirundinis,Dermanyssus hirundinis,species,110285,FALSE,NA,Dermanyssus,accepted,1513098
Dermanyssus longipes,NA,NA,NA,NA,NA,1,Dermanyssus,Dermanyssus longipes,Dermanyssus longipes,species,110275,FALSE,NA,Dermanyssus,accepted,1513098
Dermanyssus carpathicus,NA,NA,NA,NA,NA,1,Dermanyssus,Dermanyssus carpathicus,Dermanyssus carpathicus,species,110279,FALSE,NA,Dermanyssus,accepted,1513098
Dermanyssus hirsutus,NA,NA,NA,NA,NA,1,Dermanyssus,Dermanyssus hirsutus,Dermanyssus hirsutus,species,1065976,FALSE,NA,Dermanyssus,accepted,1513098
Dermanyssus quintus,NA,NA,NA,NA,NA,1,Dermanyssus,Dermanyssus quintus,Dermanyssus quintus,species,1052927,FALSE,NA,Dermanyssus,accepted,1513098
Rhipicephalus geigyi,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus geigyi,Rhipicephalus geigyi,species,1057151,FALSE,NA,Rhipicephalus,accepted,1505438
Rhipicephalus maculatus,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus maculatus,Rhipicephalus maculatus,species,389187,FALSE,sibling_higher,Rhipicephalus,accepted,1505438
Rhipicephalus pulchellus,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus pulchellus,Rhipicephalus pulchellus,species,83661,FALSE,sibling_higher,Rhipicephalus,accepted,1505438
Rhipicephalus zambeziensis,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus zambeziensis,Rhipicephalus zambeziensis,species,176527,FALSE,sibling_higher,Rhipicephalus,accepted,1505438
Rhipicephalus pumilio,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus pumilio,Rhipicephalus pumilio,species,389189,FALSE,sibling_higher,Rhipicephalus,accepted,1505438
Nephila pilipes,NA,NA,NA,NA,NA,1,Nephila,Nephila pilipes,Nephila pilipes,species,371941,FALSE,NA,Nephila,accepted,1491362
Aegla schmitti,NA,NA,NA,NA,1,0,Aegla,Aegla schmitti,Aegla schmitti,NA,70048,FALSE,NA,Aegla,accepted,366970
Orconectes harrisoni,NA,NA,NA,NA,1,0,Orconectes,Orconectes harrisoni,Orconectes harrisoni,species,665180,FALSE,NA,Orconectes,accepted,234097
Orconectes sloanii,NA,NA,NA,NA,1,0,Orconectes,Orconectes sloanii,Orconectes sloanii,species,665179,FALSE,NA,Orconectes,accepted,234097
Orconectes maletae,NA,NA,NA,NA,1,0,Orconectes,Orconectes maletae,Orconectes maletae,species,90907,FALSE,NA,Orconectes,accepted,234097
Orconectes palmeri,NA,NA,NA,NA,1,0,Orconectes,Orconectes palmeri,Orconectes palmeri,species,716944,FALSE,NA,Orconectes,accepted,234097
Orconectes alabamensis,NA,NA,NA,NA,1,0,Orconectes,Orconectes alabamensis,Orconectes alabamensis,species,716935,FALSE,NA,Orconectes,accepted,234097
Orconectes compressus,NA,NA,NA,NA,1,0,Orconectes,Orconectes compressus,Orconectes compressus,species,142687,FALSE,NA,Orconectes,accepted,234097
Orconectes mississippiensis,NA,NA,NA,NA,1,0,Orconectes,Orconectes mississippiensis,Orconectes mississippiensis,species,142685,FALSE,NA,Orconectes,accepted,234097
Orconectes acares,NA,NA,NA,NA,1,0,Orconectes,Orconectes acares,Orconectes acares,species,559788,FALSE,NA,Orconectes,accepted,234097
Orconectes barrenensis,NA,NA,NA,NA,1,0,Orconectes,Orconectes barrenensis,Orconectes barrenensis,species,559789,FALSE,NA,Orconectes,accepted,234097
Orconectes forceps,NA,NA,NA,NA,1,0,Orconectes,Orconectes forceps,Orconectes forceps,species,559792,FALSE,NA,Orconectes,accepted,234097
Orconectes hylas,NA,NA,NA,NA,1,0,Orconectes,Orconectes hylas,Orconectes hylas,species,559793,FALSE,NA,Orconectes,accepted,234097
Orconectes longidigitus,NA,NA,NA,NA,1,0,Orconectes,Orconectes longidigitus,Orconectes longidigitus,species,1057925,FALSE,NA,Orconectes,accepted,234097
Orconectes luteus,NA,NA,NA,NA,1,0,Orconectes,Orconectes luteus,Orconectes luteus,species,1057924,FALSE,NA,Orconectes,accepted,234097
Orconectes macrus,NA,NA,NA,NA,1,0,Orconectes,Orconectes macrus,Orconectes macrus,species,1057917,FALSE,NA,Orconectes,accepted,234097
Orconectes medius,NA,NA,NA,NA,1,0,Orconectes,Orconectes medius,Orconectes medius,species,1042373,FALSE,NA,Orconectes,accepted,234097
Orconectes menae,NA,NA,NA,NA,1,0,Orconectes,Orconectes menae,Orconectes menae,species,97039,FALSE,NA,Orconectes,accepted,234097
Orconectes mirus,NA,NA,NA,NA,1,0,Orconectes,Orconectes mirus,Orconectes mirus,species,516034,FALSE,NA,Orconectes,accepted,234097
Orconectes peruncus,NA,NA,NA,NA,1,0,Orconectes,Orconectes peruncus,Orconectes peruncus,species,828547,FALSE,NA,Orconectes,accepted,234097
Orconectes punctimanus,NA,NA,NA,NA,1,0,Orconectes,Orconectes punctimanus,Orconectes punctimanus,species,1057913,FALSE,NA,Orconectes,accepted,234097
Orconectes putnami,NA,NA,NA,NA,1,0,Orconectes,Orconectes putnami,Orconectes putnami,species,516038,FALSE,NA,Orconectes,accepted,234097
Orconectes quadruncus,NA,NA,NA,NA,1,0,Orconectes,Orconectes quadruncus,Orconectes quadruncus,species,516035,FALSE,NA,Orconectes,accepted,234097
Orconectes spinosus,NA,NA,NA,NA,1,0,Orconectes,Orconectes spinosus,Orconectes spinosus,species,566548,FALSE,NA,Orconectes,accepted,234097
Orconectes validus,NA,NA,NA,NA,1,0,Orconectes,Orconectes validus,Orconectes validus,species,836137,FALSE,NA,Orconectes,accepted,234097
Lepidurus couesii,NA,NA,NA,NA,1,NA,Lepidurus,Lepidurus couesii,Lepidurus couesii,species,709235,FALSE,NA,Lepidurus,accepted,1561142
Unionicola foili,NA,NA,NA,NA,1,NA,Unionicola,Unionicola foili,Unionicola foili,species,709564,FALSE,NA,Unionicola,accepted,158469
Unionicola formosa,NA,NA,NA,NA,1,NA,Unionicola,Unionicola formosa,Unionicola formosa,species,3107,FALSE,NA,Unionicola,accepted,158469
Unionicola dimocki,NA,NA,NA,NA,1,NA,Unionicola,Unionicola dimocki,Unionicola dimocki,species,552777,FALSE,NA,Unionicola,accepted,158469
Unionicola parkeri,NA,NA,NA,NA,1,NA,Unionicola,Unionicola parkeri,Unionicola parkeri,species,552773,FALSE,NA,Unionicola,accepted,158469
Stereotydeus villosus,NA,NA,NA,NA,1,1,Stereotydeus,Stereotydeus villosus,Stereotydeus villosus,species,278825,FALSE,NA,Stereotydeus,accepted,886513
Cyzicus setosa,NA,NA,NA,NA,1,NA,Cyzicus,Cyzicus setosa,Cyzicus setosa,NA,7113872,FALSE,NA,Cyzicus,accepted,593225
Troglocaris intermedia,NA,NA,NA,NA,1,0,Troglocaris,Troglocaris intermedia,Troglocaris intermedia,NA,755822,FALSE,sibling_higher,Troglocaris,accepted,586496
Troglocaris inermis,NA,NA,NA,NA,1,0,Troglocaris,Troglocaris inermis,Troglocaris inermis,NA,755821,FALSE,sibling_higher,Troglocaris,accepted,586496
Troglocaris pretneri,NA,NA,NA,NA,1,0,Troglocaris,Troglocaris pretneri,Troglocaris pretneri,species,232803,FALSE,NA,Troglocaris,accepted,586496
Triops simplex,NA,NA,NA,NA,1,NA,Triops,Triops simplex,Triops simplex,NA,203025,FALSE,NA,Triops,accepted,724676
Lynceus macleyanus,NA,NA,NA,NA,1,0,Lynceus,Lynceus macleyanus,Lynceus macleyanus,species,1019795,FALSE,NA,Lynceus,accepted,593145
Eulimnadia braueriana,NA,NA,NA,NA,1,0,Eulimnadia,Eulimnadia braueriana,Eulimnadia braueriana,species,376785,FALSE,NA,Eulimnadia,accepted,1459816
Eubranchipus vernalis,NA,NA,NA,NA,1,NA,Eubranchipus,Eubranchipus vernalis,Eubranchipus vernalis,species,788790,FALSE,NA,Eubranchipus,accepted,1325174
Unionicola tumida,NA,NA,NA,NA,1,NA,Unionicola,Unionicola tumida,Unionicola tumida,species,515940,FALSE,NA,Unionicola,accepted,158469
Unionicola smithae,NA,NA,NA,NA,1,NA,Unionicola,Unionicola smithae,Unionicola smithae,species,247967,FALSE,NA,Unionicola,accepted,158469
Unionicola serrata,NA,NA,NA,NA,1,NA,Unionicola,Unionicola serrata,Unionicola serrata,species,515942,FALSE,NA,Unionicola,accepted,158469
Unionicola crassipes,NA,NA,NA,NA,1,NA,Unionicola,Unionicola crassipes,Unionicola crassipes,species,515931,FALSE,NA,Unionicola,accepted,158469
Unionicola arcuata,NA,NA,NA,NA,1,NA,Unionicola,Unionicola arcuata,Unionicola arcuata,species,794071,FALSE,NA,Unionicola,accepted,158469
Unionicola aculeata,NA,NA,NA,NA,1,NA,Unionicola,Unionicola aculeata,Unionicola aculeata,species,515933,FALSE,NA,Unionicola,accepted,158469
Unionicola abnormipes,NA,NA,NA,NA,1,NA,Unionicola,Unionicola abnormipes,Unionicola abnormipes,species,515935,FALSE,NA,Unionicola,accepted,158469
Nesticus obcaecatus,NA,NA,NA,NA,NA,1,Nesticus,Nesticus obcaecatus,Nesticus obcaecatus,NA,734407,FALSE,NA,Nesticus,accepted,231925
Nesticus luquei,NA,NA,NA,NA,NA,1,Nesticus,Nesticus luquei,Nesticus luquei,NA,734411,FALSE,NA,Nesticus,accepted,231925
Nesticus ionescui,NA,NA,NA,NA,NA,1,Nesticus,Nesticus ionescui,Nesticus ionescui,species,734413,FALSE,NA,Nesticus,accepted,231925
Loxosceles caribbaea,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles caribbaea,Loxosceles caribbaea,species,1069415,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles baja,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles baja,Loxosceles baja,species,1017853,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles kaiba,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles kaiba,Loxosceles kaiba,species,1069381,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles arizonica,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles arizonica,Loxosceles arizonica,species,120964,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles blanda,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles blanda,Loxosceles blanda,species,1069407,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles apachea,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles apachea,Loxosceles apachea,species,1017855,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles sabina,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles sabina,Loxosceles sabina,species,541801,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles deserta,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles deserta,Loxosceles deserta,species,313889,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles colima,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles colima,Loxosceles colima,species,1069397,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles reclusa,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles reclusa,Loxosceles reclusa,species,673746,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles chinateca,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles chinateca,Loxosceles chinateca,species,1069393,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles lacta,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles lacta,Loxosceles lacta,species,1069385,FALSE,NA,Loxosceles,accepted,1491329
