accession,organism,taxonomy
MT951653.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951664.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951660.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951650.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951669.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951658.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951661.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951651.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951652.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951663.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951642.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951659.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951649.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951713.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
accession,organism,taxonomy
MT951657.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951646.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951667.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951655.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951662.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951648.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951656.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951666.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951647.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951707.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951708.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951644.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951665.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951670.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951654.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951672.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951668.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951684.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951671.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951673.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951643.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951677.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
